"Property Address","Mailing City","Mailing State","Geocodio Latitude","Geocodio Longitude","Geocodio Accuracy Score","Geocodio Accuracy Type","Geocodio Address Line 1","Geocodio Address Line 2","Geocodio Address Line 3","Geocodio House Number","Geocodio Street","Geocodio Unit Type","Geocodio Unit Number","Geocodio City","Geocodio State","Geocodio County","Geocodio Postal Code","Geocodio Country","Geocodio Source","Geocodio Stable Address Key","Geocodio Match Type"
"92 SHIPPAN AVENUE",STAMFORD,CT,41.049624,-73.523697,1,rooftop,"92 Shippan Ave",,"Stamford, CT 06902",92,"Shippan Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn79qs6gl8nng5e2hhyednmhcesa,building_centroid
"1 GIVENS AVENUE ",STAMFORD,CT,41.04946,-73.514644,1,rooftop,"1 Givens Ave",,"Stamford, CT 06902",1,"Givens Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usntpy7hlgk29dlhnrq7l9g26b3uh,building_centroid
"LOT B SUNNYSIDE AVENUE",STAMFORD,CT,41.037668,-73.54839,1,street_center,"Sunnyside Ave",,"Stamford, CT 06902",,"Sunnyside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usscgm45tv4xk8a4,
"695  EAST MAIN STREET ",STAMFORD,CT,41.053838,-73.53127,1,rooftop,"695 E Main St",,"Stamford, CT 06901",695,"E Main St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnpb6s6n62belc5dsxzk4evw45ma,building_centroid
"33  POPLAR STREET  #2",STAMFORD,CT,41.078909,-73.518609,1,rooftop,"33 Poplar St","# 2","Stamford, CT 06907",33,"Poplar St",#,2,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnv6b3dn53mddt3vzd5ffaa4b2wb-dpktfvmjpche3,building_centroid
"33 POPLAR STREET #1",STAMFORD,CT,41.078909,-73.518609,1,rooftop,"33 Poplar St","# 1","Stamford, CT 06907",33,"Poplar St",#,1,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnv6b3dn53mddt3vzd5ffaa4b2wb-6mkpstf3nc9gh,building_centroid
"48 CIDER MILL ROAD",STAMFORD,CT,41.132,-73.588278,1,rooftop,"48 Cider Mill Rd",,"Stamford, CT 06903",48,"Cider Mill Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnbjtzk9yjm7lrdh6wb99plky2sg,building_centroid
"112 NORTHWIND DRIVE",STAMFORD,CT,41.144553,-73.553054,1,rooftop,"112 Northwind Dr",,"Stamford, CT 06903",112,"Northwind Dr",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnlwlk2sz4gxc78anewhmhfwmt4e,building_centroid
"216 EAST MIDDLE PATENT ROAD ",STAMFORD,CT,41.141473,-73.625764,0.84,rooftop,"216 E Middle Patent Rd",,"Greenwich, CT 06831",216,"E Middle Patent Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"City of Stamford",gcod_usn2jxtuw6a7fz5djhvuzavbepvp4,building_centroid
"0 HOWARD ROAD",STAMFORD,CT,41.115763,-73.612254,1,street_center,"Howard Rd",,"Stamford, CT 06903",,"Howard Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usszyk7bh8bhkmxh,
"15 CRAIG COURT ",STAMFORD,CT,41.175326,-73.563078,1,rooftop,"15 Craig Ct",,"Stamford, CT 06903",15,"Craig Ct",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usngjwrnxkgz9cgh7t4kyzqhb8wqd,building_centroid
"149 SEASIDE AVENUE ",STAMFORD,CT,41.053895,-73.509858,1,rooftop,"149 Seaside Ave",,"Stamford, CT 06902",149,"Seaside Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnycqcgtwkxlajb4aadxyqfy4uz5,building_centroid
"60 HORTON STREET",STAMFORD,CT,41.046657,-73.510432,1,rooftop,"60 Horton St",,"Stamford, CT 06902",60,"Horton St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnruaxh33tqa5x2qt6ldupuksfya,building_centroid
"140 WARDWELL STREET",STAMFORD,CT,41.047746,-73.522952,1,rooftop,"140 Wardwell St",,"Stamford, CT 06902",140,"Wardwell St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnznxfxstds6k2alcy68xvvxvef9,building_centroid
"497 WEST MAIN STREET",STAMFORD,CT,41.048602,-73.558431,1,rooftop,"497 W Main St",,"Stamford, CT 06902",497,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq6rpj4s5npqj2c3,building_centroid
"119 FARMS ROAD",STAMFORD,CT,41.125906,-73.606143,1,rooftop,"119 Farms Rd",,"Stamford, CT 06903",119,"Farms Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnemmmlqarnxwh5y2rhmkdygq636,building_centroid
"35  WEST BROAD STREET  #117",STAMFORD,CT,41.055906,-73.546195,1,rooftop,"35 W Broad St","Unit 117","Stamford, CT 06902",35,"W Broad St",Unit,117,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxrn5wgumjceu3kyprzg694bx4f-unrsbbnhwj489,building_centroid
"35  WEST BROAD STREET  #324",STAMFORD,CT,41.055906,-73.546195,1,rooftop,"35 W Broad St","Unit 324","Stamford, CT 06902",35,"W Broad St",Unit,324,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxrn5wgumjceu3kyprzg694bx4f-49drvrmnr2nv7,building_centroid
"35 WEST BROAD STREET #103",STAMFORD,CT,41.055906,-73.546195,1,rooftop,"35 W Broad St","Unit 103","Stamford, CT 06902",35,"W Broad St",Unit,103,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnxrn5wgumjceu3kyprzg694bx4f-rmr3alggm2875,building_centroid
"23 ROCK SPRING ROAD",STAMFORD,CT,41.065849,-73.532025,1,rooftop,"23 Rock Spring Rd",,"Stamford, CT 06906",23,"Rock Spring Rd",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnbwrg3jsgljk7ffzlnmsqcemdnc,building_centroid
"0 HILLCREST TERRACE",STAMFORD,CT,41.059005,-73.532897,1,street_center,"Hillcrest Ave",,"Stamford, CT 06902",,"Hillcrest Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usscebkbgjsaj7ea,
"25 ADAMS AVENUE #UT216",STAMFORD,CT,41.056633,-73.547376,1,rooftop,"25 Adams Ave","Unit 216","Stamford, CT 06902",25,"Adams Ave",Unit,216,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn3jpqmzenu5ydbscdu26d9x7542-xleg8zysr8w82,building_centroid
"60 PURITAN LANE",STAMFORD,CT,41.068179,-73.530025,1,rooftop,"60 Puritan Ln",,"Stamford, CT 06906",60,"Puritan Ln",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usntth7cz2vkpaqfgnz3nc5q66k56,building_centroid
"62 DYKE LANE ",STAMFORD,CT,41.038143,-73.53996,1,rooftop,"62 Dyke Ln",,"Stamford, CT 06902",62,"Dyke Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usns37r3fkb79xudectwamxs7z2gd,building_centroid
"28 NORTH STREET",STAMFORD,CT,41.059247,-73.545374,1,rooftop,"28 North St",,"Stamford, CT 06902",28,"North St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnbsvcnnmtgsabgk22q78gv9ucg5,building_centroid
"30 WOODLAND PLACE ",STAMFORD,CT,41.042188,-73.536687,1,rooftop,"30 Woodland Pl",,"Stamford, CT 06902",30,"Woodland Pl",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnfgcfd39rykhu6t8749xaxwm78b,building_centroid
"501  WEST MAIN STREET  #UT1C",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT1C","Stamford, CT 06901",501,"Main St",#,UT1C,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT3G",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT3G","Stamford, CT 06901",501,"Main St",#,UT3G,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT3F",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT3F","Stamford, CT 06901",501,"Main St",#,UT3F,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT2G",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT2G","Stamford, CT 06901",501,"Main St",#,UT2G,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT2F",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT2F","Stamford, CT 06901",501,"Main St",#,UT2F,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT1G",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT1G","Stamford, CT 06901",501,"Main St",#,UT1G,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT2C",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT2C","Stamford, CT 06901",501,"Main St",#,UT2C,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT3C",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT3C","Stamford, CT 06901",501,"Main St",#,UT3C,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"501  WEST MAIN STREET  #UT3B",STAMFORD,CT,41.054273,-73.535014,1,range_interpolation,"501 Main St","# UT3B","Stamford, CT 06901",501,"Main St",#,UT3B,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9hw7rrcn9gz3ac,
"311 WEST MAIN STREET ",STAMFORD,CT,41.04924,-73.550835,1,rooftop,"311 W Main St",,"Stamford, CT 06902",311,"W Main St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn5df9j4bcp8gq66rpamf4jcvqja,building_centroid
"82 RIPPOWAM ROAD",STAMFORD,CT,41.038254,-73.523582,1,rooftop,"82 Rippowam Rd",,"Stamford, CT 06902",82,"Rippowam Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn7wfldatzgzb87dretpnahgklc6,building_centroid
"66 STEPHEN STREET",STAMFORD,CT,41.054659,-73.549046,1,rooftop,"66 Stephen St",,"Stamford, CT 06902",66,"Stephen St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnu5gfmwx2desna3l3b7d9dvtn59,building_centroid
"43 HARBOR DRIVE",STAMFORD,CT,41.039328,-73.529893,1,rooftop,"43 Harbor Dr",,"Stamford, CT 06902",43,"Harbor Dr",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnf6peeepruj8ubg782kbxs6xjf5,building_centroid
"910 HOPE STREET",STAMFORD,CT,41.089931,-73.518081,1,rooftop,"910 Hope St",,"Stamford, CT 06907",910,"Hope St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnfkq23mubsxdk3ewvf9j7b4jvmd,building_centroid
"62 VIADUCT ROAD ",STAMFORD,CT,41.080471,-73.520035,1,rooftop,"62 Viaduct Rd",,"Stamford, CT 06907",62,"Viaduct Rd",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usn5hldge7zuhy48ew7ppsdvnlvw8,building_centroid
"42 ALBIN ROAD",STAMFORD,CT,41.050436,-73.506912,1,rooftop,"42 Albin Rd",,"Stamford, CT 06902",42,"Albin Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnks4e35c5xryg9hg6w8eu8cmz74,building_centroid
"81 TOP GALLANT ROAD ",STAMFORD,CT,41.031687,-73.551568,1,rooftop,"81 Top Gallant Rd",,"Stamford, CT 06902",81,"Top Gallant Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn4ee559xmh86h5yhqvrm8je8kz6,building_centroid
"118 GROVE STREET",STAMFORD,CT,41.058255,-73.534495,1,rooftop,"118 Grove St",,"Stamford, CT 06901",118,"Grove St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnyw6nvzwp3dqcb6xbr5eeswbnl5,building_centroid
"0 TAFF AVENUE",STAMFORD,CT,41.038461,-73.548434,1,street_center,"Taff Ave",,"Stamford, CT 06902",,"Taff Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussavenlr6jj7fmb,
"33 ROSE PARK AVENUE",STAMFORD,CT,41.049288,-73.54752,1,rooftop,"33 Rose Park Ave",,"Stamford, CT 06902",33,"Rose Park Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnyhn4durhjfhsdgkcetjafeaecc,building_centroid
"2435 BEDFORD STREET",STAMFORD,CT,41.070476,-73.541911,1,rooftop,"2435 Bedford St",,"Stamford, CT 06905",2435,"Bedford St",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnxgapvae5gwy5dejl3dbcr363kd,building_centroid
"49 GLENBROOK ROAD ",STAMFORD,CT,41.056884,-73.528492,1,rooftop,"49 Glenbrook Rd",,"Stamford, CT 06902",49,"Glenbrook Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnqrk9rbqbd8lveqnfwvc85952yb,building_centroid
"64 LANTERN CIRCLE",STAMFORD,CT,41.086699,-73.546997,1,rooftop,"64 Lantern Cir",,"Stamford, CT 06905",64,"Lantern Cir",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn5t89ujsq943v3hhmq76mz6naq4,building_centroid
"25 LANTERN CIRCLE",STAMFORD,CT,41.088276,-73.547185,1,rooftop,"25 Lantern Cir",,"Stamford, CT 06905",25,"Lantern Cir",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usn5t89ujsq943v3lw9k8ddykhpg8,building_centroid
"62 DORA STREET",STAMFORD,CT,41.051072,-73.508169,1,rooftop,"62 Dora St",,"Stamford, CT 06902",62,"Dora St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnp6mlbbxmxfp63vdma24xf8zju7,building_centroid
"66 DORA STREET",STAMFORD,CT,41.05121,-73.508183,1,rooftop,"66 Dora St",,"Stamford, CT 06902",66,"Dora St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnp6mlbbxmxfp63qppsw35qay8kf,building_centroid
"225 HIGH RIDGE ROAD ",STAMFORD,CT,41.080594,-73.547731,1,rooftop,"225 High Ridge Rd",,"Stamford, CT 06905",225,"High Ridge Rd",,,Stamford,CT,"Western Connecticut Planning Region",06905,US,"City of Stamford",gcod_usnyvscp4ey3fbqa5fu79qpfmb4l9,building_centroid
"31 WOODLAND PLACE ",STAMFORD,CT,41.041745,-73.536786,1,rooftop,"31 Woodland Pl",,"Stamford, CT 06902",31,"Woodland Pl",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnfgcfd39rykhu6fvdjps4mjhxla,building_centroid
"211 SUMMER STREET",STAMFORD,CT,41.05474,-73.540474,1,rooftop,"211 Summer St",,"Stamford, CT 06901",211,"Summer St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"City of Stamford",gcod_usnmr5ypz5p8ae5ahudd66myge6la,building_centroid
"0 TACONIC ROAD",STAMFORD,CT,41.090459,-73.622249,0.84,street_center,"Taconic Rd",,"Greenwich, CT 06831",,"Taconic Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"TIGER/Line® dataset from the US Census Bureau",gcod_usslqs9r3h2aaar8,
"476 TACONIC ROAD ",STAMFORD,CT,41.144445,-73.631438,0.84,rooftop,"476 Taconic Rd",,"Greenwich, CT 06831",476,"Taconic Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"City of Stamford",gcod_usnlqs9r3h2aaar8r2c8k6lh77262,building_centroid
"36 MANOR STREET",STAMFORD,CT,41.039965,-73.539748,1,rooftop,"36 Manor St",,"Stamford, CT 06902",36,"Manor St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnrxgx3wfg6ws4f8etrkyjfa68f9,building_centroid
"203 PINEWOOD ROAD",STAMFORD,CT,41.152387,-73.540392,1,rooftop,"203 Pinewood Rd",,"Stamford, CT 06903",203,"Pinewood Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnvba4grcxspamcj3e8xqgku34x6,building_centroid
"58 HARBOR STREET",STAMFORD,CT,41.039712,-73.53826,1,rooftop,"58 Harbor St",,"Stamford, CT 06902",58,"Harbor St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn2sp3924rgydt668cx5lmvhbbj9,building_centroid
"35 LINCOLN AVENUE",STAMFORD,CT,41.057473,-73.521277,1,rooftop,"35 Lincoln Ave",,"Stamford, CT 06902",35,"Lincoln Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnvfq4stjqra5v99twarr36a3wch,building_centroid
"239 HAMILTON AVENUE",STAMFORD,CT,41.063753,-73.51297,1,rooftop,"239 Hamilton Ave",,"Stamford, CT 06902",239,"Hamilton Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn32hz5gsk43xc4ndrveqkwtpsxb,building_centroid
"153 FREDERICK STREET",STAMFORD,CT,41.048237,-73.522072,1,rooftop,"153 Frederick St",,"Stamford, CT 06902",153,"Frederick St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usna47qh4dw2sjc8keu8qnrk8wtc4,building_centroid
"17 CARROLL STREET ",STAMFORD,CT,41.093684,-73.520216,1,rooftop,"17 Carroll St",,"Stamford, CT 06907",17,"Carroll St",,,Stamford,CT,"Western Connecticut Planning Region",06907,US,"City of Stamford",gcod_usnwcuu5p9vxshp245l65e5utn39f,building_centroid
"97 BURWOOD AVENUE",STAMFORD,CT,41.032045,-73.549619,1,rooftop,"97 Burwood Ave",,"Stamford, CT 06902",97,"Burwood Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn3prxcw5mhjs365sguhttkq9vbf,building_centroid
"20 ACOSTA STREET ",STAMFORD,CT,41.052022,-73.558569,1,rooftop,"20 Acosta St",,"Stamford, CT 06902",20,"Acosta St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnrzsn2bgsx6ag7dbczcdyzlhqh4,building_centroid
"25 ADAMS AVENUE #UT410",STAMFORD,CT,41.056633,-73.547376,1,rooftop,"25 Adams Ave","Unit 410","Stamford, CT 06902",25,"Adams Ave",Unit,410,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn3jpqmzenu5ydbscdu26d9x7542-d2h5m5bl6cpr4,building_centroid
"77 HAVEMEYER LANE #UT4",STAMFORD,CT,41.0545,-73.566653,1,rooftop,"77 Havemeyer Ln","Unit 4","Stamford, CT 06902",77,"Havemeyer Ln",Unit,4,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnv2kfzqmcwaugdtqz5m9ljt47dc-ks7ffy65lqkg8,building_centroid
"20 LEWELYN ROAD ",STAMFORD,CT,41.044557,-73.510974,1,rooftop,"20 Lewelyn Rd",,"Stamford, CT 06902",20,"Lewelyn Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnevab38b7ynxm8slz6729vkrnae,building_centroid
"0 FARMS ROAD",STAMFORD,CT,41.124466,-73.604442,1,street_center,"Farms Rd",,"Stamford, CT 06903",,"Farms Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussemmmlqarnxwh5,
"404 TACONIC ROAD ",STAMFORD,CT,41.134814,-73.621755,0.84,rooftop,"404 Taconic Rd",,"Greenwich, CT 06831",404,"Taconic Rd",,,Greenwich,CT,"Western Connecticut Planning Region",06831,US,"City of Stamford",gcod_usnlqs9r3h2aaar8n8ywm424xx5t4,building_centroid
"77 HAVEMEYER LANE #411",STAMFORD,CT,41.0545,-73.566653,1,rooftop,"77 Havemeyer Ln","Unit 411","Stamford, CT 06902",77,"Havemeyer Ln",Unit,411,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnv2kfzqmcwaugdtqz5m9ljt47dc-yqa6axjq34u85,building_centroid
"77  HAVEMEYER LANE  #417",STAMFORD,CT,41.0545,-73.566653,1,rooftop,"77 Havemeyer Ln","Unit 417","Stamford, CT 06902",77,"Havemeyer Ln",Unit,417,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnv2kfzqmcwaugdtqz5m9ljt47dc-6urrdmsyn8aab,building_centroid
"25 PURITAN LANE",STAMFORD,CT,41.068832,-73.528661,1,rooftop,"25 Puritan Ln",,"Stamford, CT 06906",25,"Puritan Ln",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usntth7cz2vkpaqfjsl2gb3s33m7b,building_centroid
"261 MAIN STREET",STAMFORD,CT,41.053377,-73.540563,1,range_interpolation,"261 Main St",,"Stamford, CT 06901",261,"Main St",,,Stamford,CT,"Western Connecticut Planning Region",06901,US,"TIGER/Line® from the US Census Bureau",gcod_usncz3dhtlltc5y9gnk9g28kddlac,
"18 CHAPIN LANE",STAMFORD,CT,41.126395,-73.533489,1,rooftop,"18 Chapin Ln",,"Stamford, CT 06903",18,"Chapin Ln",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usngyyrfcxfe9936wyuvyg52vxnh6,building_centroid
"58 DORA STREET",STAMFORD,CT,41.05094,-73.508154,1,rooftop,"58 Dora St",,"Stamford, CT 06902",58,"Dora St",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnp6mlbbxmxfp63qvg6jpqp6nlad,building_centroid
"0 HAVEMEYER LANE",STAMFORD,CT,41.057513,-73.567669,1,street_center,"Havemeyer Ln",,"Stamford, CT 06902",,"Havemeyer Ln",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"TIGER/Line® dataset from the US Census Bureau",gcod_ussv2kfzqmcwaugd,
"119 WEST AVENUE",STAMFORD,CT,41.049499,-73.557991,1,rooftop,"119 West Ave",,"Stamford, CT 06902",119,"West Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnkkg6732v69cpgbhn5h5f26b7dg,building_centroid
"391 SAWMILL ROAD",STAMFORD,CT,41.123055,-73.589058,1,rooftop,"391 Sawmill Rd",,"Stamford, CT 06903",391,"Sawmill Rd",,,Stamford,CT,"Western Connecticut Planning Region",06903,US,"City of Stamford",gcod_usnpr4g8sbyh9qvankv7tag9umlw8,building_centroid
"13 HACKETT CIRCLE NORTH",STAMFORD,CT,41.067904,-73.531849,1,rooftop,"13 Hackett Cir N",,"Stamford, CT 06906",13,"Hackett Cir N",,,Stamford,CT,"Western Connecticut Planning Region",06906,US,"City of Stamford",gcod_usnqskdpjpdh9xlhztbj5y5kzstsa,building_centroid
"239 HAMILTON AVENUE ",STAMFORD,CT,41.063753,-73.51297,1,rooftop,"239 Hamilton Ave",,"Stamford, CT 06902",239,"Hamilton Ave",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usn32hz5gsk43xc4ndrveqkwtpsxb,building_centroid
"787 COVE ROAD",STAMFORD,CT,41.048737,-73.511006,1,rooftop,"787 Cove Rd",,"Stamford, CT 06902",787,"Cove Rd",,,Stamford,CT,"Western Connecticut Planning Region",06902,US,"City of Stamford",gcod_usnj2vkuspefctvetvxwhwaa399h5,building_centroid
